Intent,Example,Response
MedicationInfo,Metformin ne ise yarar? (50),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Metformin ne ise yarar? (51),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Metformin ne ise yarar? (52),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari birakabilir miyim? (53),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Ilaclari birakabilir miyim? (54),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Ilaclari ne zaman almaliyim? (55),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Metformin ne ise yarar? (56),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari ne zaman almaliyim? (57),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Metformin ne ise yarar? (58),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari birakabilir miyim? (59),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Ilaclari birakabilir miyim? (60),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Metformin ne ise yarar? (61),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari birakabilir miyim? (62),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Ilaclari birakabilir miyim? (63),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Ilaclari ne zaman almaliyim? (64),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Ilaclari ne zaman almaliyim? (65),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Ilaclari birakabilir miyim? (66),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Metformin ne ise yarar? (67),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari birakabilir miyim? (68),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Ilaclari ne zaman almaliyim? (69),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Ilaclari ne zaman almaliyim? (70),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Metformin ne ise yarar? (71),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Metformin ne ise yarar? (72),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari ne zaman almaliyim? (73),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Metformin ne ise yarar? (74),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari ne zaman almaliyim? (75),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Ilaclari ne zaman almaliyim? (76),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (1),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekeri cok dusukse? (2),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekeri cok dusukse? (3),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekerim cok yuksekse? (4),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Kan sekerim cok yuksekse? (5),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Kan sekeri cok dusukse? (6),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekeri cok dusukse? (7),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekerim cok yuksekse? (8),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (9),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekeri cok dusukse? (10),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekerim cok yuksekse? (11),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Kan sekeri cok dusukse? (12),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (13),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (14),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (15),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (16),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekerim cok yuksekse? (17),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Kan sekeri cok dusukse? (18),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (19),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekerim cok yuksekse? (20),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Kan sekerim cok yuksekse? (21),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (22),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekerim cok yuksekse? (23),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Kan sekerim cok yuksekse? (24),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Kan sekeri cok dusukse? (25),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (26),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekerim cok yuksekse? (27),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Kan sekeri cok dusukse? (28),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekeri cok dusukse? (29),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekeri cok dusukse? (30),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (31),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekeri cok dusukse? (32),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekeri cok dusukse? (33),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekeri cok dusukse? (34),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekerim cok yuksekse? (35),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (36),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (37),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (38),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (39),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekeri cok dusukse? (40),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekeri cok dusukse? (41),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekerim cok yuksekse? (42),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (43),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (44),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekerim cok yuksekse? (45),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Kan sekeri cok dusukse? (46),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekeri cok dusukse? (47),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekerim cok yuksekse? (48),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (49),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekerim cok yuksekse? (50),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Kan sekerim cok yuksekse? (51),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Kan sekeri cok dusukse? (52),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekeri cok dusukse? (53),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekeri cok dusukse? (54),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekeri cok dusukse? (55),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (56),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekeri cok dusukse? (57),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekerim cok yuksekse? (58),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (59),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekeri cok dusukse? (60),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (61),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekeri cok dusukse? (62),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (63),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekerim cok yuksekse? (64),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (65),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekeri cok dusukse? (66),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekerim cok yuksekse? (67),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Kan sekeri cok dusukse? (68),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekerim cok yuksekse? (69),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (70),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (71),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekerim cok yuksekse? (72),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Kan sekeri cok dusukse? (73),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
EmergencyAdvice,Kan sekerim cok yuksekse? (74),"Su icin, dinlenin ve insulin alimini kontrol edin."
EmergencyAdvice,Hipoglisemi ne yapmaliyim? (75),"Hemen sekerli icecek icin, gerekirse acil servise basvurun."
EmergencyAdvice,Kan sekeri cok dusukse? (76),Tatli yiyecek tuketin ve 15 dakika sonra sekerinizi tekrar olcun.
DiabetesType,Tip 2 tedavi edilir mi? (1),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 1 diyabet nedir? (2),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 diyabet farki nedir? (3),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 2 diyabet farki nedir? (4),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 1 diyabet nedir? (5),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (6),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (7),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (8),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 tedavi edilir mi? (9),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 2 diyabet farki nedir? (10),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 2 diyabet farki nedir? (11),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 2 diyabet farki nedir? (12),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 2 tedavi edilir mi? (13),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 1 diyabet nedir? (14),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 diyabet farki nedir? (15),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 1 diyabet nedir? (16),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (17),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 tedavi edilir mi? (18),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 2 tedavi edilir mi? (19),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 2 diyabet farki nedir? (20),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 2 tedavi edilir mi? (21),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 2 diyabet farki nedir? (22),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 1 diyabet nedir? (23),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 tedavi edilir mi? (24),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 1 diyabet nedir? (25),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 diyabet farki nedir? (26),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 1 diyabet nedir? (27),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (28),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (29),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 diyabet farki nedir? (30),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 1 diyabet nedir? (31),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (32),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (33),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 tedavi edilir mi? (34),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 1 diyabet nedir? (35),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (36),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 diyabet farki nedir? (37),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 1 diyabet nedir? (38),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 tedavi edilir mi? (39),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 2 diyabet farki nedir? (40),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 2 tedavi edilir mi? (41),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 1 diyabet nedir? (42),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (43),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 diyabet farki nedir? (44),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 2 tedavi edilir mi? (45),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 2 tedavi edilir mi? (46),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 1 diyabet nedir? (47),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (48),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 tedavi edilir mi? (49),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 1 diyabet nedir? (50),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 diyabet farki nedir? (51),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 1 diyabet nedir? (52),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (53),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 tedavi edilir mi? (54),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 1 diyabet nedir? (55),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 diyabet farki nedir? (56),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 1 diyabet nedir? (57),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (58),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (59),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 tedavi edilir mi? (60),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 1 diyabet nedir? (61),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (62),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (63),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 tedavi edilir mi? (64),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 2 diyabet farki nedir? (65),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 2 tedavi edilir mi? (66),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 2 tedavi edilir mi? (67),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 2 diyabet farki nedir? (68),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 2 diyabet farki nedir? (69),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 2 tedavi edilir mi? (70),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 1 diyabet nedir? (71),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 1 diyabet nedir? (72),Tip 1 diyabet bagisiklik sisteminin pankreas hucrelerini yok etmesidir.
DiabetesType,Tip 2 diyabet farki nedir? (73),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 2 diyabet farki nedir? (74),"Tip 2 genelde yasam tarzina bagli gelisir, insuline karsi direnc gorulur."
DiabetesType,Tip 2 tedavi edilir mi? (75),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
DiabetesType,Tip 2 tedavi edilir mi? (76),Erken donemde beslenme ve spor ile kontrol altina alinabilir.
LifestyleTips,Sigara icmek diyabeti etkiler mi? (1),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Stres sekeri etkiler mi? (2),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Stres sekeri etkiler mi? (3),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (4),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (5),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (6),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (7),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (8),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (9),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Hangi aliskanliklar onemli? (10),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Hangi aliskanliklar onemli? (11),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Stres sekeri etkiler mi? (12),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (13),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Hangi aliskanliklar onemli? (14),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Stres sekeri etkiler mi? (15),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Stres sekeri etkiler mi? (16),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Stres sekeri etkiler mi? (17),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Stres sekeri etkiler mi? (18),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (19),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Hangi aliskanliklar onemli? (20),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (21),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Stres sekeri etkiler mi? (22),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (23),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Hangi aliskanliklar onemli? (24),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (25),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Stres sekeri etkiler mi? (26),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Stres sekeri etkiler mi? (27),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Stres sekeri etkiler mi? (28),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Hangi aliskanliklar onemli? (29),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Hangi aliskanliklar onemli? (30),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Hangi aliskanliklar onemli? (31),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Hangi aliskanliklar onemli? (32),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Stres sekeri etkiler mi? (33),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Stres sekeri etkiler mi? (34),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Stres sekeri etkiler mi? (35),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (36),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (37),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (38),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (39),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Hangi aliskanliklar onemli? (40),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Stres sekeri etkiler mi? (41),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Stres sekeri etkiler mi? (42),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Hangi aliskanliklar onemli? (43),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Hangi aliskanliklar onemli? (44),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (45),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Stres sekeri etkiler mi? (46),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Stres sekeri etkiler mi? (47),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (48),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (49),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Hangi aliskanliklar onemli? (50),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Hangi aliskanliklar onemli? (51),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Hangi aliskanliklar onemli? (52),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Stres sekeri etkiler mi? (53),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Hangi aliskanliklar onemli? (54),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (55),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (56),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (57),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
